key,comment,en,fr-fr,it,de,es,pt-br,ru,zh-cn,zh-tw,ko,jp,nl,cat,tok,sl
,Part of the store page description,"Bring the LOK creatures to life by spelling words that shape their world. They can only live on blackened tiles, so by solving puzzles you're expanding their horizons and helping their civilization thrive.","Donnez-leur vie en formant les mots qui façonneront leur monde. Elles ne peuvent que vivre sur les tuiles noircies. Alors, en terminant des niveaux, vous étendez leurs horizons et aidez leur civilisation à être florissante.","Dona vita alle creature LOK scrivendo parole in grado di modellare il loro mondo. Essi possono vivere solo nelle caselle annerite, quindi risolvendo i rompicapi espanderai i loro orizzonti e aiuterai la loro civiltà a prosperare.","Erwecke die LOK-Kreaturen zum Leben, indem du Wörter buchstabierst, die ihre Welt formen. Sie können nur auf geschwärzten Kacheln leben. Indem du die Rätsel löst, erweiterst du ihren Horizont und hilfst ihrer Zivilisation zu gedeihen.","Da vida a las criaturas LOK al deletrear palabras que den forma a su mundo. Solo pueden vivir en casillas oscurecidas, así que al resolver los puzles expandes sus horizontes y ayudas a prosperar a su civilización.","Traga as criaturas LOK à vida ao soletrar palavras que dão forma ao seu mundo. Elas só vivem em espaços escuros, então você pode expandir seus horizontes e ajudar sua civilização a prosperar ao solucionar puzzles.","Оживите существ LOK, написав слова, создающие их мир. Они могут жить только на зачерненных плитках, так что, решая задачки, вы расширяете их горизонты и даете их цивилизации шанс на развитие.",拼出单词，赋予LOK生命，帮助它们塑造世界。这些小家伙只能在黑色方块生活，所以你要解谜通关，帮助它们拓展领域，促进文明蓬勃发展。,你的任務就是拼出單字、形塑世界，為「LOK」帶來生機。這種生物只能生活在黑色方塊上，所以你只要解謎通關，就能拓展其疆域，為文明發展助一臂之力。,"LOK 생명체들의 월드에 어울리는 단어 철자를 배열해 그들이 번성할 수 있도록 도와주세요. LOK 생명체들은 까맣게 칠해진 타일 위에서만 살 수 있습니다. 따라서 퍼즐 풀이를 통해 LOK 생명체들의 영역을 넓혀나가고, 문명이 발전할수 있도록 도와주세요.",LOKという生き物たちの生活を育もう。この子たちは黒くぬりつぶされたタイルの上でしか生きることができない。パズルを解いてまわりの世界を広げてあげながら、LOKたちの文明の進歩を手助けしてあげよう。,"Wek de LOK-wezens tot leven door het spellen van woorden die hun wereld vormgeven. Ze kunnen alleen leven op zwart gemaakte tegels, dus door het oplossen van puzzels verleg je hun grenzen en help je hun beschaving te floreren.",,,
,,,,,,,,,,,,,,,,
,"A heading, followed by bullet points:",Features:,Caractéristiques :,Caratteristiche:,Features:,Características:,Características:,Особенности:,游戏特色：,遊戲特色：,특징,特徴：,Belangrijkste eigenschappen:,,,
,,Intuitive mechanics and many magical words to find and learn,Mécanismes intuitifs ainsi que de nombreux mots magiques à trouver et apprendre.,Meccaniche intuitive e tante parole magiche da trovare e imparare.,Intuitive Mechaniken und viele magische Wörter zum Finden und Lernen,Mecánicas intuitivas y muchas palabras mágicas que encontrar y aprender,Mecânicas intuitivas e muitas palavras mágicas para encontrar e aprender,Интуитивные игровые механики и множество волшебных слов,游戏机制直观，很多神奇的单词等你发现、学习,直觀的解謎機制，以及等著你逐一學習的神奇單字,직관적인 메커니즘과 수많은 마법과 같은 단어들,感覚で理解できるしかけ、次々に覚えていく魔法のようなキーワード,Intuïtieve regels en veel magische woorden om te vinden en te leren,,,
,,"Elegant, hand-drawn art style and meditative, entrancing soundtrack","Style artistique élégant et méditatif réalisé à la main, accompagné d'une bande-son ravissante.",Eleganti illustrazioni disegnate a mano e una colonna sonora contemplativa.,"Eleganter, handgezeichneter Grafikstil und meditativer, mitreißender Soundtrack",Elegante arte dibujada a mano y una banda sonora cautivadora,Um elegante estilo de arte desenhada à mão e uma trilha sonora cativante,"Элегантный, нарисованный вручную графический стиль и медитативный, завораживающий саундтрек",手绘美术优雅的，配乐迷人、让人心静,優雅的手繪美術風格，搭配讓人心靜的迷人配樂,"우아한 손그림 아트 스타일과, 잔잔하고 매력적인 사운드트랙",素朴でスタイリッシュな手描き風アート、精神を研ぎすましてくれるような魅力的なサウンドトラック,"Elegante, handgetekende graphics en een meditatieve, betoverende soundtrack",,,
,,Learn the nuances of the LOK language across the 150+ puzzle campaign,Plus de 150 niveaux dans la campagne pour apprendre les nuances du langage des LOK.,Impara le sfumature della lingua LOK attraverso una campagna composta da oltre 150 rompicapi.,Erlerne die Nuancen der LOK-Sprache in der über 150 Rätsel umfassenden Kampagne,Aprende los matices del lenguaje LOK a través de una campaña de más de 150 puzles,Aprenda as nuances do idioma LOK em uma campanha com mais de 150 puzzles,Изучите все нюансы языка LOK в сюжете на 150+ задачек,150多个主线关卡，让你领略LOK语言的奇妙之处,超過150個主線關卡，帶你認識LOK語言的奇妙之處,150개 이상의 퍼즐 캠페인을 통해 LOK 언어의 뉘앙스를 익히세요.,150種類以上のパズルを通してLOKのコトバの効果と応用を学んでいこう,Leer de nuances van de LOK-taal in een campagne van meer dan 150 puzzels,,,
,,Demonstrate your mastery of the mechanics in the expertly crafted daily puzzle mode and compete on the leaderboards,Un mode de défis journaliers réalisé avec soin pour vous permettre de démontrer votre maîtrise du jeu et affronter la compétition du classement.,Dimostra la tua padronanza delle meccaniche del gioco in una accuratamente progettata modalità rompicapo e competi per scalare la classifica.,"Beweise im täglichen Rätselmodus, dass du die Spielmechaniken beherrschst, und steige in den Bestenlisten auf",Demuestra tu dominio de las mecánicas en un modo de puzles diarios construido con habilidad y compite en la clasificación,Demonstre seu domínio das mecânicas no puzzle diário criado com precisão para competir nos placares,"Докажите, что вы полностью постигли механики игры: решайте усложненные ежедневые задачки и попадите в таблицу рекордов",驾驭游戏机制之后，体验设计精妙的每日谜题模式，展现你的解谜本领，在排行榜上与其他玩家一较高下,熟悉機制後，在設計精妙的每日關卡模式中露一手解謎本事，在排行榜上與其他玩家一較高下,"정교하게 만들어진 일일 퍼즐 모드에서 메커니즘 숙련도를 자랑하고, 순위표에서 경쟁을 벌이세요.",たくみに作られたデイリーパズルでしかけに対する理解度をテストし、ランキングを競い合おう,Demonstreer je beheersing van de regels in de dagelijkse puzzelmodus en beklim de scoreborden.,,,
,,"Based on the critically acclaimed puzzle book, LOK",Basé sur le livre de casse-têtes acclamé par la critique : [i]LOK[/i].,"Basato su LOK, il libro di rompicapi acclamato dalla critica.",Basierend auf dem von der Kritik hochgelobten Rätselbuch LOK,"Basado en el libro de puzles LOK, aclamado por la crítica","Baseado no livro de puzzles aclamado pela crítica, LOK",Игра основана на популярной книге-загадке LOK,改编自备受称赞的解谜书《LOK》,改編自備受盛譽的解謎書籍《LOK》,비평가들로부터 호평받은 퍼즐북 LOK를 바탕으로 제작되었습니다.,高い評価を得たパズルブック『LOK』をゲーム化,"Gebaseerd op het veelgeprezen puzzelboek, LOK",,,
,,"Published by the award-winning puzzle experts, Draknek & Friends, the team behind A Monster’s Expedition, Cosmic Express, Bonfire Peaks, and more","Édité par des experts du genre, Draknek & Friends, l'équipe derrière [i]A Monster's Expedition[/i], [i]Cosmic Express[/i], [i]Bonfire Peaks[/i] et plus encore.","Pubblicato da Draknek & Friends, il pluripremiato team esperto del genere e responsabile di ""A Monster's Expedition"", ""Cosmic Express"", ""Bonfire Peaks"" e tanti altri.","Veröffentlicht von den preisgekrönten Rätselexperten von Draknek & Friends, dem Team hinter A Monster’s Expedition, Cosmic Express, Bonfire Peaks und mehr","Publicado por los premiados expertos en puzles Draknek & Friends, el equipo responsable de A Monster’s Expedition, Cosmic Express, Bonfire Peaks y otros.","Publicado pelos premiados experts em puzzles, Draknek & Friends, a equipe por trás de A Monster’s Expedition, Cosmic Express, Bonfire Peaks e muito mais","Издано признанными знатоками головоломок Draknek & Friends, командой, подарившей нам A Monster’s Expedition, Cosmic Express, Bonfire Peaks и многие другие игры.",发行方为专长解谜游戏的获奖团队“Draknek & Friends”，经手的作品有《怪兽远征》、《Cosmic Express》、《Bonfire Peaks》等。,由熟悉解謎遊戲的獲獎專業團隊「Draknek & Friends」發行，他們經手的作品包括《怪獸遠征》、《Cosmic Express》、《Bonfire Peaks》等。,"다수의 수상 경력을 지닌 퍼즐 전문가이자, A Monster’s Expedition, Cosmic Express, Bonfire Peaks 등 다수의 게임을 제작 및 퍼블리싱한 Draknek & Friends이 퍼블리싱합니다.",『A Monster's Expedition』、『Cosmic Express』、『Bonfire Peaks』などを手掛け、受賞歴もあるパズルのエキスパートのDraknek & Friendsがパブリッシング,"Uitgegeven door de prijswinnende puzzelexperts van Draknek & Friends, het team achter A Monster’s Expedition, Cosmic Express, Bonfire Peaks, en meer",,,
COPY,Copying to a computer clipboard,Copy,Copier,Copia,Kopieren,Copiar,Copiar,Скопировать,复制,複製,복사,コピー,Kopieer,Copiar,sama,Kopiraj
CLIPBOARD,"String of text that appears when you click a ""copy"" button, which copies information about your score to your clipboard so it can be shared on social media.",Copied to clipboard!,Copié dans le presse-papiers !,Copiato negli appunti!,In die Zwischenablage kopiert!,¡Copiado al portapapeles!,Copiado para a área de trabalho!,Скопировано в буфер обмена!,已复制到剪贴板！,已複製到剪貼簿！,클립보드에 복사되었습니다!,クリップボードにコピー済み！,Gekopieerd naar het klembord!,Copiat al portapapers!,poki sina li jo e nanpa ni,Kopirano na namizje!
COMING-MOBILE,,LOK Digital is coming soon to mobile.,LOK Digital sera prochainement disponible sur mobile.,LOK Digital sarà presto disponibile su dispositivi mobili.,LOK Digital erscheint bald für Mobilgeräte.,LOK Digital estará pronto disponible en móviles.,LOK Digital será lançado em breve para dispositivos móveis.,LOK Digital скоро выйдет на мобильных платформах.,《LOK数字版》近期就会登陆移动端平台。,《LOK Digital》即將推出行動版。,LOK Digital이 곧 모바일로도 출시됩니다.,LOK Digital近日中にモバイル版対応。,LOK Digital is binnenkort beschikbaar voor mobiele apparaten.,LOK Digital estarà disponible aviat per a mòbils.,,LOK Digital prihaja kmalu na mobitele.
MAILING LIST,"""when it's out"" refers to ""when LOK Digital releases on mobile""",Join our mailing list to be notified when it's out.,Inscrivez-vous à nos communications par email pour connaître sa date de sortie.,Iscriveti alla nostra mailing list per ricevere una comunicazione al momento dell'uscita.,"Trag dich in unsere Mailingliste ein, um benachrichtigt zu werden, wenn es veröffentlicht wird.",Únete a nuestra lista de correo para que te notifiquemos cuándo.,Assine nossa lista de mailing para receber uma notificação de lançamento.,"Подпишитесь на нашу рассылку, чтобы узнать, когда игра выйдет.",订阅我们的电子报，就能第一时间收到移动端版本上线的消息！,訂閱電子報，就能在行動版推出時收到通知！,"메일링 리스트에 가입해 출시 알림을 받으세요,",モバイル版リリース日の案内はニュースレターでお送りします。,Meld je aan voor de mailinglijst om op de hoogte gebracht te worden van de nieuwe release.,Apunta't a la llista de correu per rebre una notificació quan surti.,,"Pridruži se naši mailing listi, da izveš, kdaj izide."
MOBILE-AVAILABLE,,LOK Digital is now available on mobile!,LOK Digital est maintenant disponible sur mobile !,LOK Digital è ora disponibile su dispositivi mobili!,LOK Digital ist jetzt auch auf Mobilgeräten verfügbar!,¡LOK Digital está disponible en móviles!,LOK Digital está disponível para dispositivos móveis!,LOK Digital вышла на мобильных платформах!,《LOK数字版》现已推出移动端版本！,《LOK Digital》現已推出行動版！,모바일 환경에서도 LOK Digital을 즐기실 수 있습니다!,LOK Digitalモバイル版リリース開始！,LOK Digital is nu beschikbaar voor mobiele apparaten!,LOK Digital está disponible per a mòbils!,,LOK Digital je zdaj na voljo na mobitelih!
,,,,,,,,,,,,,,,,
BATTERY_SAVER,,Battery saver,Économie d'énergie,Risparmio energetico,Batteriesparmodus,Ahorro de energía,Economia de bateria,Режим экономии энергии,节能,節能,배터리 절약,省電力設定,Batterijbesparing,,,Prihramba baterije
,,,,,,,,,,,,,,,,
MORE_GAMES,,More games,Autres jeux,Altri giochi,Weitere Spiele,Más juegos,Mais jogos,Больше игр,其他作品,其他作品,더 많은 게임,他のタイトル,Meer games,Més jocs,musi sin,Več iger
,,,,,,,,,,,,,,,,
CREDITS_PORT_TITLE_LOK,"Credits - this will be followed by the name of the porting company, e.g. ""Console Port by Plastic Fern Studios""",Console Port by,Adaptation console réalisée par,Porting console di,Konsolenportierung von,Versión para consolas por,Portabilidade para consoles por,Порт на консоли,主机移植版负责团队：,主機移植版負責團隊：,콘솔 포트,コンソール移植：,Consoleport door,,,Konzolni prenos
CREDITS_PORT_3_LOK,Credits - this is someone's title,Director,Direction,Direzione,Direktor,Dirección,Direção,Директор,总监,總監,디렉터,ディレクター,Regie,Direcció,,Direktor
CREDITS_PORT_4_LOK,Credits - this is someone's title,Programmer,Programmation,Programmazione,Programmierer,Programación,Programação,Программист,程序设计,程式設計,프로그래머,プログラマー,Programmeur,Programació,,Programiranje
CREDITS_PORT_6_LOK,Credits - this is someone's title,Test Specialist,Spécialiste tests,Specialista test,Testspezialist,Especialista en pruebas,Especialista em testes,Специалист по тестированию,测试专员,測試專員,테스트 스페셜리스트,テストスペシャリスト,Testspecialist,Especialista en tests,,Testna specializacija
CREDITS_PORT_7_LOK,Credits - this is someone's title,Platform Specialist,Spécialiste plateforme,Specialista piattaforma,Plattformspezialist,Especialista en plataformas,Especialista em plataformas,Специалист по платформе,平台专员,平台專員,플랫폼 스페셜리스트,プラットフォームスペシャリスト,Platformspecialist,Especialista en plataforma,,Platformna specializacija
CREDITS_PORT_9_LOK,Credits - this is someone's title,Producer,Production,Produzione,Produzent,Producción,Produção,Продюсер,制作人,製作人,프로듀서,プロデューサー,Producer,Producció,,Produciranje
